District,TotalPositive,Discharged,ActiveCases,Death,Date
Trichy,15558,15088,286,184,30-03-2021
Vellore,21455,20918,183,354,30-03-2021
Villupuram,15485,15271,101,113,30-03-2021
Virudhunagar,16862,16587,43,232,30-03-2021
AirportSurveillance(International),974,966,7,1,30-03-2021
AirportSurveillance(Domestic),1051,1046,4,1,30-03-2021
RailwaySurveillance,428,428,0,0,30-03-2021
Ariyalur,4814,4729,36,49,31-03-2021
Chengalpattu,56330,53822,1690,818,31-03-2021
Chennai,248965,238467,6255,4243,31-03-2021
Coimbatore,58960,56715,1551,694,31-03-2021
Cuddalore,25706,25132,283,291,31-03-2021
Dharmapuri,6781,6670,56,55,31-03-2021
Dindigul,11880,11526,152,202,31-03-2021
Erode,15352,15011,191,150,31-03-2021
Kallakurichi,10951,10818,25,108,31-03-2021
Kancheepuram,30584,29652,475,457,31-03-2021
Kanyakumari,17537,17076,198,263,31-03-2021
Karur,5650,5541,57,52,31-03-2021
Krishnagiri,8468,8204,145,119,31-03-2021
Madurai,21814,21048,301,465,31-03-2021
Nagapattinam,9164,8696,327,141,31-03-2021
Namakkal,12111,11853,147,111,31-03-2021
Nilgiris,8666,8484,132,50,31-03-2021
Perambalur,2307,2280,6,21,31-03-2021
Pudukottai,11874,11619,95,160,31-03-2021
Ramanathapuram,6554,6379,38,137,31-03-2021
Ranipet,16475,16149,136,190,31-03-2021
Salem,33488,32716,304,468,31-03-2021
Sivagangai,6998,6764,107,127,31-03-2021
Tenkasi,8717,8467,89,161,31-03-2021
Thanjavur,19741,18889,581,271,31-03-2021
Theni,17299,17039,53,207,31-03-2021
Thirupathur,7806,7594,84,128,31-03-2021
Thiruvallur,46060,44742,607,711,31-03-2021
Thiruvannamalai,19692,19329,78,285,31-03-2021
Thiruvarur,12014,11550,349,115,31-03-2021
Thoothukudi,16554,16304,107,143,31-03-2021
Tirunelveli,16092,15716,161,215,31-03-2021
Tiruppur,19324,18733,365,226,31-03-2021
Trichy,15615,15099,331,185,31-03-2021
Vellore,21490,20939,197,354,31-03-2021
Villupuram,15507,15288,106,113,31-03-2021
Virudhunagar,16875,16595,48,232,31-03-2021
AirportSurveillance(International),974,966,7,1,31-03-2021
AirportSurveillance(Domestic),1056,1046,9,1,31-03-2021
RailwaySurveillance,428,428,0,0,31-03-2021
Ariyalur,4820,4735,36,49,04-01-2021
Chengalpattu,56602,53965,1817,820,04-01-2021
Chennai,250000,239056,6695,4249,04-01-2021
Coimbatore,59247,56836,1717,694,04-01-2021
Cuddalore,25746,25162,292,292,04-01-2021
Dharmapuri,6783,6677,51,55,04-01-2021
Dindigul,11906,11540,164,202,04-01-2021
Erode,15384,15037,197,150,04-01-2021
Kallakurichi,10961,10829,24,108,04-01-2021
Kancheepuram,30704,29743,501,460,04-01-2021
Kanyakumari,17568,17089,216,263,04-01-2021
Karur,5658,5546,60,52,04-01-2021
Krishnagiri,8499,8217,163,119,04-01-2021
Madurai,21859,21075,318,466,04-01-2021
Nagapattinam,9213,8724,347,142,04-01-2021
Namakkal,12131,11866,154,111,04-01-2021
Nilgiris,8686,8498,138,50,04-01-2021
Perambalur,2308,2280,7,21,04-01-2021
Pudukottai,11891,11627,104,160,04-01-2021
Ramanathapuram,6562,6382,42,138,04-01-2021
Ranipet,16490,16156,144,190,04-01-2021
Salem,33539,32765,306,468,04-01-2021
Sivagangai,7016,6770,119,127,04-01-2021
Tenkasi,8731,8476,94,161,04-01-2021
Thanjavur,19856,19015,569,272,04-01-2021
Theni,17312,17049,56,207,04-01-2021
Thirupathur,7821,7607,86,128,04-01-2021
Thiruvallur,46223,44847,663,713,04-01-2021
Thiruvannamalai,19706,19342,79,285,04-01-2021
Thiruvarur,12064,11565,384,115,04-01-2021
Thoothukudi,16571,16310,118,143,04-01-2021
Tirunelveli,16156,15719,221,216,04-01-2021
Tiruppur,19384,18762,396,226,04-01-2021
Trichy,15684,15115,384,185,04-01-2021
Vellore,21532,20971,207,354,04-01-2021
Villupuram,15533,15309,111,113,04-01-2021
Virudhunagar,16885,16607,46,232,04-01-2021
AirportSurveillance(International),974,966,7,1,04-01-2021
AirportSurveillance(Domestic),1057,1046,10,1,04-01-2021
RailwaySurveillance,428,428,0,0,04-01-2021
Ariyalur,4829,4742,38,49,04-02-2021
Chengalpattu,56891,54123,1948,820,04-02-2021
Chennai,251141,239724,7161,4256,04-02-2021
Coimbatore,59529,56972,1863,694,04-02-2021
Cuddalore,25805,25194,319,292,04-02-2021
Dharmapuri,6789,6682,52,55,04-02-2021
Dindigul,11955,11558,195,202,04-02-2021
Erode,15425,15062,213,150,04-02-2021
Kallakurichi,10973,10836,29,108,04-02-2021
Kancheepuram,30818,29844,513,461,04-02-2021
Kanyakumari,17609,17112,233,264,04-02-2021
Karur,5670,5553,65,52,04-02-2021
Krishnagiri,8546,8233,194,119,04-02-2021
Madurai,21964,21108,390,466,04-02-2021
Nagapattinam,9271,8741,388,142,04-02-2021
Namakkal,12149,11880,158,111,04-02-2021
Nilgiris,8708,8514,144,50,04-02-2021
Perambalur,2309,2281,7,21,04-02-2021
Pudukottai,11910,11634,116,160,04-02-2021
Ramanathapuram,6575,6387,50,138,04-02-2021
Ranipet,16517,16165,162,190,04-02-2021
Salem,33590,32819,303,468,04-02-2021
Sivagangai,7045,6780,138,127,04-02-2021
Tenkasi,8749,8483,104,162,04-02-2021
Thanjavur,19976,19065,639,272,04-02-2021
Theni,17322,17055,60,207,04-02-2021
Thirupathur,7846,7616,102,128,04-02-2021
Thiruvallur,46416,44955,748,713,04-02-2021
Thiruvannamalai,19726,19357,83,286,04-02-2021
Thiruvarur,12136,11597,424,115,04-02-2021
Thoothukudi,16592,16314,135,143,04-02-2021
Tirunelveli,16236,15725,295,216,04-02-2021
Tiruppur,19465,18801,438,226,04-02-2021
Trichy,15811,15145,480,186,04-02-2021
Vellore,21569,20996,219,354,04-02-2021
Villupuram,15561,15314,134,113,04-02-2021
Virudhunagar,16897,16617,48,232,04-02-2021
AirportSurveillance(International),975,966,8,1,04-02-2021
AirportSurveillance(Domestic),1057,1046,10,1,04-02-2021
RailwaySurveillance,428,428,0,0,04-02-2021
Ariyalur,4838,4748,41,49,04-03-2021
Chengalpattu,57176,54290,2064,822,04-03-2021
Chennai,252431,240454,7713,4264,04-03-2021
Coimbatore,59821,57120,2007,694,04-03-2021
Cuddalore,25880,25237,351,292,04-03-2021
Dharmapuri,6806,6686,65,55,04-03-2021
Dindigul,11973,11584,187,202,04-03-2021
Erode,15474,15088,236,150,04-03-2021
Kallakurichi,10982,10838,36,108,04-03-2021
Kancheepuram,30959,29938,559,462,04-03-2021
Kanyakumari,17644,17139,241,264,04-03-2021
Karur,5688,5562,74,52,04-03-2021
Krishnagiri,8593,8245,229,119,04-03-2021
Madurai,22030,21134,429,467,04-03-2021
Nagapattinam,9334,8769,422,143,04-03-2021
Namakkal,12176,11896,169,111,04-03-2021
Nilgiris,8727,8528,149,50,04-03-2021
Perambalur,2311,2281,9,21,04-03-2021
Pudukottai,11925,11647,118,160,04-03-2021
Ramanathapuram,6584,6393,53,138,04-03-2021
Ranipet,16541,16172,179,190,04-03-2021
Salem,33652,32843,341,468,04-03-2021
Sivagangai,7063,6792,144,127,04-03-2021
Tenkasi,8766,8487,118,161,04-03-2021
Thanjavur,20114,19128,713,273,04-03-2021
Theni,17334,17058,69,207,04-03-2021
Thirupathur,7869,7627,114,128,04-03-2021
Thiruvallur,46617,45058,845,714,04-03-2021
Thiruvannamalai,19763,19369,108,286,04-03-2021
Thiruvarur,12209,11649,445,115,04-03-2021
Thoothukudi,16614,16322,149,143,04-03-2021
Tirunelveli,16274,15733,325,216,04-03-2021
Tiruppur,19544,18851,467,226,04-03-2021
Trichy,15953,15185,582,186,04-03-2021
Vellore,21601,21023,224,354,04-03-2021
Villupuram,15587,15322,152,113,04-03-2021
Virudhunagar,16912,16622,58,232,04-03-2021
AirportSurveillance(International),975,966,8,1,04-03-2021
AirportSurveillance(Domestic),1058,1046,11,1,04-03-2021
RailwaySurveillance,428,428,0,0,04-03-2021
Ariyalur,4845,4753,43,49,04-04-2021
Chengalpattu,57509,54499,2183,827,04-04-2021
Chennai,253760,241246,8246,4268,04-04-2021
Coimbatore,60153,57266,2193,694,04-04-2021
Cuddalore,25959,25268,399,292,04-04-2021
Dharmapuri,6818,6689,74,55,04-04-2021
Dindigul,12016,11613,201,202,04-04-2021
Erode,15501,15102,249,150,04-04-2021
Kallakurichi,10991,10839,44,108,04-04-2021
Kancheepuram,31058,29993,601,464,04-04-2021
Kanyakumari,17677,17166,246,265,04-04-2021
Karur,5707,5568,87,52,04-04-2021
Krishnagiri,8637,8268,250,119,04-04-2021
Madurai,22086,21141,478,467,04-04-2021
Nagapattinam,9414,8806,465,143,04-04-2021
Namakkal,12211,11913,187,111,04-04-2021
Nilgiris,8742,8544,148,50,04-04-2021
Perambalur,2321,2281,19,21,04-04-2021
Pudukottai,11959,11661,138,160,04-04-2021
Ramanathapuram,6594,6395,61,138,04-04-2021
Ranipet,16563,16174,199,190,04-04-2021
Salem,33722,32884,370,468,04-04-2021
Sivagangai,7086,6809,150,127,04-04-2021
Tenkasi,8802,8494,147,161,04-04-2021
Thanjavur,20244,19170,801,273,04-04-2021
Theni,17353,17063,83,207,04-04-2021
Thirupathur,7879,7640,111,128,04-04-2021
Thiruvallur,46768,45119,934,715,04-04-2021
Thiruvannamalai,19801,19379,136,286,04-04-2021
Thiruvarur,12289,11698,476,115,04-04-2021
Thoothukudi,16628,16340,145,143,04-04-2021
Tirunelveli,16311,15735,360,216,04-04-2021
Tiruppur,19653,18893,533,227,04-04-2021
Trichy,16094,15227,681,186,04-04-2021
Vellore,21644,21041,249,354,04-04-2021
Villupuram,15609,15324,172,113,04-04-2021
Virudhunagar,16941,16630,79,232,04-04-2021
AirportSurveillance(International),976,966,9,1,04-04-2021
AirportSurveillance(Domestic),1058,1046,11,1,04-04-2021
RailwaySurveillance,428,428,0,0,04-04-2021
Ariyalur,4853,4756,48,49,04-05-2021
Chengalpattu,57859,54709,2322,828,04-05-2021
Chennai,255074,241808,8991,4275,04-05-2021
Coimbatore,60534,57404,2436,694,04-05-2021
Cuddalore,26030,25318,420,292,04-05-2021
Dharmapuri,6840,6694,91,55,04-05-2021
Dindigul,12073,11635,236,202,04-05-2021
Erode,15537,15149,238,150,04-05-2021
Kallakurichi,11015,10840,67,108,04-05-2021
Kancheepuram,31148,30090,594,464,04-05-2021
Kanyakumari,17718,17184,269,265,04-05-2021
Karur,5718,5577,89,52,04-05-2021
Krishnagiri,8686,8290,277,119,04-05-2021
Madurai,22173,21161,544,468,04-05-2021
Nagapattinam,9481,8832,505,144,04-05-2021
Namakkal,12251,11933,207,111,04-05-2021
Nilgiris,8766,8563,153,50,04-05-2021
Perambalur,2323,2285,17,21,04-05-2021
Pudukottai,11982,11672,150,160,04-05-2021
Ramanathapuram,6613,6399,76,138,04-05-2021
Ranipet,16600,16174,236,190,04-05-2021
Salem,33794,32934,392,468,04-05-2021
Sivagangai,7097,6822,148,127,04-05-2021
Tenkasi,8824,8499,164,161,04-05-2021
Thanjavur,20373,19280,820,273,04-05-2021
Theni,17372,17075,90,207,04-05-2021
Thirupathur,7890,7656,106,128,04-05-2021
Thiruvallur,46928,45221,992,715,04-05-2021
Thiruvannamalai,19839,19391,162,286,04-05-2021
Thiruvarur,12352,11750,487,115,04-05-2021
Thoothukudi,16662,16352,167,143,04-05-2021
Tirunelveli,16344,15743,385,216,04-05-2021
Tiruppur,19757,18939,591,227,04-05-2021
Trichy,16225,15279,760,186,04-05-2021
Vellore,21678,21066,257,355,04-05-2021
Villupuram,15655,15342,200,113,04-05-2021
Virudhunagar,16950,16651,67,232,04-05-2021
AirportSurveillance(International),979,966,12,1,04-05-2021
AirportSurveillance(Domestic),1058,1046,11,1,04-05-2021
RailwaySurveillance,428,428,0,0,04-05-2021
Ariyalur,4855,4765,41,49,04-06-2021
Chengalpattu,58226,54912,2481,833,04-06-2021
Chennai,256359,242324,9755,4280,04-06-2021
Coimbatore,60821,57549,2577,695,04-06-2021
Cuddalore,26077,25344,441,292,04-06-2021
Dharmapuri,6864,6698,111,55,04-06-2021
Dindigul,12126,11659,265,202,04-06-2021
Erode,15575,15172,253,150,04-06-2021
Kallakurichi,11026,10841,77,108,04-06-2021
Kancheepuram,31234,30157,613,464,04-06-2021
Kanyakumari,17758,17205,288,265,04-06-2021
Karur,5735,5584,99,52,04-06-2021
Krishnagiri,8720,8311,290,119,04-06-2021
Madurai,22290,21173,649,468,04-06-2021
Nagapattinam,9562,8877,541,144,04-06-2021
Namakkal,12286,11956,219,111,04-06-2021
Nilgiris,8791,8584,157,50,04-06-2021
Perambalur,2323,2286,16,21,04-06-2021
Pudukottai,12005,11688,157,160,04-06-2021
Ramanathapuram,6634,6402,94,138,04-06-2021
Ranipet,16623,16174,259,190,04-06-2021
Salem,33864,33014,382,468,04-06-2021
Sivagangai,7126,6834,165,127,04-06-2021
Tenkasi,8843,8503,179,161,04-06-2021
Thanjavur,20494,19395,824,275,04-06-2021
Theni,17397,17080,110,207,04-06-2021
Thirupathur,7914,7670,116,128,04-06-2021
Thiruvallur,47087,45327,1044,716,04-06-2021
Thiruvannamalai,19883,19408,188,287,04-06-2021
Thiruvarur,12419,11808,496,115,04-06-2021
Thoothukudi,16678,16367,168,143,04-06-2021
Tirunelveli,16436,15793,427,216,04-06-2021
Tiruppur,19860,18982,651,227,04-06-2021
Trichy,16347,15330,831,186,04-06-2021
Vellore,21772,21094,323,355,04-06-2021
Villupuram,15668,15356,199,113,04-06-2021
Virudhunagar,16980,16660,88,232,04-06-2021
AirportSurveillance(International),980,966,13,1,04-06-2021
AirportSurveillance(Domestic),1058,1046,11,1,04-06-2021
RailwaySurveillance,428,428,0,0,04-06-2021
Ariyalur,4872,4766,57,49,04-07-2021
Chengalpattu,58642,55128,2679,835,04-07-2021
Chennai,257851,242880,10685,4286,04-07-2021
Coimbatore,61162,57699,2767,696,04-07-2021
Cuddalore,26147,25378,477,292,04-07-2021
Dharmapuri,6899,6707,137,55,04-07-2021
Dindigul,12217,11677,338,202,04-07-2021
Erode,15634,15189,295,150,04-07-2021
Kallakurichi,11050,10843,99,108,04-07-2021
Kancheepuram,31287,30221,602,464,04-07-2021
Kanyakumari,17776,17221,290,265,04-07-2021
Karur,5752,5595,105,52,04-07-2021
Krishnagiri,8769,8334,316,119,04-07-2021
Madurai,22364,21188,707,469,04-07-2021
Nagapattinam,9624,8931,548,145,04-07-2021
Namakkal,12317,11978,228,111,04-07-2021
Nilgiris,8816,8598,168,50,04-07-2021
Perambalur,2326,2286,19,21,04-07-2021
Pudukottai,12031,11696,175,160,04-07-2021
Ramanathapuram,6653,6405,110,138,04-07-2021
Ranipet,16658,16206,262,190,04-07-2021
Salem,33959,33071,419,469,04-07-2021
Sivagangai,7136,6855,154,127,04-07-2021
Tenkasi,8868,8509,198,161,04-07-2021
Thanjavur,20597,19498,823,276,04-07-2021
Theni,17408,17091,110,207,04-07-2021
Thirupathur,7939,7679,132,128,04-07-2021
Thiruvallur,47303,45418,1169,716,04-07-2021
Thiruvannamalai,19922,19417,217,288,04-07-2021
Thiruvarur,12472,11861,496,115,04-07-2021
Thoothukudi,16721,16381,197,143,04-07-2021
Tirunelveli,16477,15816,444,217,04-07-2021
Tiruppur,20001,19038,735,228,04-07-2021
Trichy,16430,15388,855,187,04-07-2021
Vellore,21838,21125,358,355,04-07-2021
Villupuram,15721,15370,238,113,04-07-2021
Virudhunagar,17004,16663,109,232,04-07-2021
AirportSurveillance(International),981,966,14,1,04-07-2021
AirportSurveillance(Domestic),1058,1046,11,1,04-07-2021
RailwaySurveillance,428,428,0,0,04-07-2021
Ariyalur,4880,4775,56,49,04-08-2021
Chengalpattu,59048,55365,2845,838,04-08-2021
Chennai,259320,243395,11633,4292,04-08-2021
Coimbatore,61597,57840,3059,698,04-08-2021
Cuddalore,26192,25422,478,292,04-08-2021
Dharmapuri,6919,6716,148,55,04-08-2021
Dindigul,12265,11695,368,202,04-08-2021
Erode,15680,15200,330,150,04-08-2021
Kallakurichi,11056,10846,102,108,04-08-2021
Kancheepuram,31402,30271,667,464,04-08-2021
Kanyakumari,17837,17240,332,265,04-08-2021
Karur,5769,5607,110,52,04-08-2021
Krishnagiri,8830,8360,351,119,04-08-2021
Madurai,22475,21217,789,469,04-08-2021
Nagapattinam,9743,8986,612,145,04-08-2021
Namakkal,12337,11994,232,111,04-08-2021
Nilgiris,8840,8610,180,50,04-08-2021
Perambalur,2330,2288,21,21,04-08-2021
Pudukottai,12052,11714,178,160,04-08-2021
Ramanathapuram,6665,6409,118,138,04-08-2021
Ranipet,16684,16252,242,190,04-08-2021
Salem,34063,33136,458,469,04-08-2021
Sivagangai,7181,6870,184,127,04-08-2021
Tenkasi,8889,8520,208,161,04-08-2021
Thanjavur,20723,19612,832,279,04-08-2021
Theni,17441,17099,135,207,04-08-2021
Thirupathur,7959,7692,139,128,04-08-2021
Thiruvallur,47509,45514,1276,719,04-08-2021
Thiruvannamalai,19972,19430,254,288,04-08-2021
Thiruvarur,12543,11909,518,116,04-08-2021
Thoothukudi,16768,16397,228,143,04-08-2021
Tirunelveli,16555,15832,506,217,04-08-2021
Tiruppur,20155,19093,834,228,04-08-2021
Trichy,16568,15442,938,188,04-08-2021
Vellore,21912,21157,400,355,04-08-2021
Villupuram,15739,15396,230,113,04-08-2021
Virudhunagar,17021,16674,115,232,04-08-2021
AirportSurveillance(International),981,966,14,1,04-08-2021
AirportSurveillance(Domestic),1058,1046,11,1,04-08-2021
RailwaySurveillance,428,428,0,0,04-08-2021
Ariyalur,4895,4777,69,49,04-09-2021
Chengalpattu,59513,55591,3083,839,04-09-2021
Chennai,261072,243909,12861,4302,04-09-2021
Coimbatore,62070,57982,3389,699,04-09-2021
Cuddalore,26340,25465,583,292,04-09-2021
Dharmapuri,6977,6722,200,55,04-09-2021
Dindigul,12317,11736,379,202,04-09-2021
Erode,15750,15227,373,150,04-09-2021
Kallakurichi,11081,10848,125,108,04-09-2021
Kancheepuram,31555,30296,794,465,04-09-2021
Kanyakumari,17891,17264,362,265,04-09-2021
Karur,5791,5619,120,52,04-09-2021
Krishnagiri,8926,8390,417,119,04-09-2021
Madurai,22617,21252,895,470,04-09-2021
Nagapattinam,9867,9018,703,146,04-09-2021
Namakkal,12388,12011,266,111,04-09-2021
Nilgiris,8869,8628,191,50,04-09-2021
Perambalur,2335,2290,24,21,04-09-2021
Pudukottai,12096,11731,205,160,04-09-2021
Ramanathapuram,6693,6415,140,138,04-09-2021
Ranipet,16779,16285,304,190,04-09-2021
Salem,34189,33158,562,469,04-09-2021
Sivagangai,7239,6873,239,127,04-09-2021
Tenkasi,8930,8544,225,161,04-09-2021
Thanjavur,20867,19712,874,281,04-09-2021
Theni,17479,17108,164,207,04-09-2021
Thirupathur,7970,7708,134,128,04-09-2021
Thiruvallur,47704,45651,1332,721,04-09-2021
Thiruvannamalai,20041,19443,310,288,04-09-2021
Thiruvarur,12629,11954,559,116,04-09-2021
Thoothukudi,16847,16407,296,144,04-09-2021
Tirunelveli,16669,15840,612,217,04-09-2021
Tiruppur,20303,19163,912,228,04-09-2021
Trichy,16781,15508,1083,190,04-09-2021
Vellore,22021,21233,433,355,04-09-2021
Villupuram,15820,15422,285,113,04-09-2021
Virudhunagar,17044,16680,131,233,04-09-2021
AirportSurveillance(International),985,966,18,1,04-09-2021
AirportSurveillance(Domestic),1059,1051,7,1,04-09-2021
RailwaySurveillance,428,428,0,0,04-09-2021
Ariyalur,4919,4780,90,49,04-10-2021
Chengalpattu,60122,55863,3416,843,04-10-2021
Chennai,263129,244435,14382,4312,04-10-2021
Coimbatore,62575,58199,3677,699,04-10-2021
Cuddalore,26462,25504,666,292,04-10-2021
Dharmapuri,7016,6729,232,55,04-10-2021
Dindigul,12367,11755,409,203,04-10-2021
Erode,15831,15236,445,150,04-10-2021
Kallakurichi,11096,10852,136,108,04-10-2021
Kancheepuram,31720,30360,893,467,04-10-2021
Kanyakumari,17988,17289,434,265,04-10-2021
Karur,5826,5626,148,52,04-10-2021
Krishnagiri,9022,8424,479,119,04-10-2021
Madurai,22813,21294,1049,470,04-10-2021
Nagapattinam,10011,9066,797,148,04-10-2021
Namakkal,12447,12034,302,111,04-10-2021
Nilgiris,8901,8647,203,51,04-10-2021
Perambalur,2341,2290,30,21,04-10-2021
Pudukottai,12121,11753,208,160,04-10-2021
Ramanathapuram,6720,6420,162,138,04-10-2021
Ranipet,16868,16285,393,190,04-10-2021
Salem,34328,33176,682,470,04-10-2021
Sivagangai,7278,6886,265,127,04-10-2021
Tenkasi,8980,8551,268,161,04-10-2021
Thanjavur,20981,19790,910,281,04-10-2021
Theni,17503,17116,180,207,04-10-2021
Thirupathur,7995,7720,147,128,04-10-2021
Thiruvallur,47894,45743,1430,721,04-10-2021
Thiruvannamalai,20117,19464,365,288,04-10-2021
Thiruvarur,12717,12020,581,116,04-10-2021
Thoothukudi,16949,16421,384,144,04-10-2021
Tirunelveli,16784,15873,694,217,04-10-2021
Tiruppur,20457,19227,1001,229,04-10-2021
Trichy,16970,15595,1185,190,04-10-2021
Vellore,22107,21252,499,356,04-10-2021
Villupuram,15889,15448,328,113,04-10-2021
Virudhunagar,17100,16689,178,233,04-10-2021
AirportSurveillance(International),985,966,18,1,04-10-2021
AirportSurveillance(Domestic),1059,1051,7,1,04-10-2021
RailwaySurveillance,428,428,0,0,04-10-2021
Ariyalur,4933,4785,99,49,04-11-2021
Chengalpattu,60792,56170,3778,844,04-11-2021
Chennai,265126,245041,15761,4324,04-11-2021
Coimbatore,63197,58447,4051,699,04-11-2021
Cuddalore,26559,25537,730,292,04-11-2021
Dharmapuri,7060,6731,274,55,04-11-2021
Dindigul,12448,11768,477,203,04-11-2021
Erode,15940,15273,517,150,04-11-2021
Kallakurichi,11142,10854,180,108,04-11-2021
Kancheepuram,31943,30446,1030,467,04-11-2021
Kanyakumari,18082,17315,502,265,04-11-2021
Karur,5868,5635,181,52,04-11-2021
Krishnagiri,9156,8459,578,119,04-11-2021
Madurai,22986,21339,1176,471,04-11-2021
Nagapattinam,10174,9131,895,148,04-11-2021
Namakkal,12532,12055,366,111,04-11-2021
Nilgiris,8937,8666,220,51,04-11-2021
Perambalur,2346,2295,29,22,04-11-2021
Pudukottai,12164,11766,238,160,04-11-2021
Ramanathapuram,6741,6425,178,138,04-11-2021
Ranipet,16959,16316,453,190,04-11-2021
Salem,34460,33196,793,471,04-11-2021
Sivagangai,7338,6911,299,128,04-11-2021
Tenkasi,9012,8556,294,162,04-11-2021
Thanjavur,21158,19848,1029,281,04-11-2021
Theni,17548,17124,217,207,04-11-2021
Thirupathur,8027,7735,164,128,04-11-2021
Thiruvallur,48200,45898,1579,723,04-11-2021
Thiruvannamalai,20194,19485,421,288,04-11-2021
Thiruvarur,12818,12095,607,116,04-11-2021
Thoothukudi,17099,16432,523,144,04-11-2021
Tirunelveli,16940,15982,741,217,04-11-2021
Tiruppur,20639,19304,1106,229,04-11-2021
Trichy,17134,15665,1279,190,04-11-2021
Vellore,22201,21272,572,357,04-11-2021
Villupuram,15952,15474,365,113,04-11-2021
Virudhunagar,17152,16695,223,234,04-11-2021
AirportSurveillance(International),990,966,23,1,04-11-2021
AirportSurveillance(Domestic),1059,1051,7,1,04-11-2021
RailwaySurveillance,428,428,0,0,04-11-2021
